Gender,UGPA,LSAT,ZFYA
male,3.6,26.0,-0.17
female,3.3,34.0,-0.17
male,2.6,34.0,-0.17
male,3.2,41.0,-0.17
male,3.4,36.0,-0.17
female,3.0,35.0,-0.17
female,3.5,31.5,-0.17
male,3.5,37.0,-0.17
female,4.0,40.0,-0.17
male,3.4,29.0,-0.17
male,2.6,40.0,-0.17
male,3.3,40.0,-0.17
male,3.2,39.0,-0.17
male,3.4,39.0,-0.17
female,3.1,32.0,-0.17
female,4.0,39.0,-0.17
female,2.9,38.0,-0.17
male,2.7,44.0,-0.17
male,3.5,29.0,-0.17
male,3.2,35.0,-0.17
male,3.8,36.5,-0.17
male,3.4,37.0,-0.17
female,3.4,28.0,-0.17
male,2.3,34.0,-0.17
female,2.6,36.0,-0.17
male,3.7,23.0,-0.17
male,2.7,38.0,-0.17
male,3.3,36.0,-0.17
male,3.6,41.0,-0.17
male,3.0,33.0,-0.17
male,3.4,35.0,-0.17
female,2.9,39.0,-0.17
female,3.5,41.0,-0.17
male,3.5,46.0,-0.17
male,2.7,39.0,-0.17
male,3.3,36.0,-0.18
female,3.7,45.0,-0.18
male,2.9,36.0,-0.18
female,3.6,27.5,-0.18
male,2.9,42.0,-0.18
male,2.9,37.0,-0.18
male,3.8,42.0,-0.18
female,3.1,38.0,-0.18
male,3.2,38.0,-0.18
female,3.4,38.0,-0.18
male,3.1,42.0,-0.18
male,2.5,37.0,-0.18
female,2.3,33.0,-0.18
male,3.3,30.5,-0.18
female,2.7,41.0,-0.18
male,3.4,38.0,-0.18
female,3.1,39.0,-0.18
male,3.2,35.0,-0.18
female,3.3,29.0,-0.18
female,2.9,40.0,-0.18
male,3.0,30.0,-0.18
female,3.0,36.0,-0.18
male,3.7,46.0,-0.18
female,2.9,40.0,-0.18
male,3.2,42.0,-0.18
male,3.7,39.0,-0.18
male,3.1,30.5,-0.18
male,3.7,37.0,-0.18
male,3.6,38.0,-0.18
female,3.3,35.0,-0.18
female,3.0,35.0,-0.18
female,3.3,33.0,-0.18
male,3.2,45.0,-0.18
female,3.2,34.0,-0.18
female,3.6,34.0,-0.18
female,3.6,36.0,-0.18
female,3.8,40.0,-0.18
male,2.7,35.5,-0.18
male,3.1,29.5,-0.18
male,3.0,47.0,-0.18
female,3.0,35.5,-0.18
female,3.2,40.0,-0.18
female,3.3,35.0,-0.18
male,3.1,43.0,-0.18
female,3.2,39.0,-0.18
female,3.3,45.0,-0.18
male,3.2,36.0,-0.18
female,3.7,41.0,-0.18
female,3.2,41.0,-0.18
male,2.8,36.0,-0.18
male,3.8,34.0,-0.18
male,3.0,38.0,-0.18
male,3.7,36.0,-0.18
male,3.5,46.0,-0.18
female,2.5,39.0,-0.18
male,2.8,34.5,-0.18
female,3.9,42.0,-0.18
female,3.9,35.0,-0.18
male,3.1,34.0,-0.18
male,3.9,45.0,-0.18
male,3.2,42.0,-0.18
male,3.5,39.0,-0.18
male,3.2,38.0,-0.18
male,2.4,41.5,-0.18
male,2.7,43.0,-0.18
female,3.2,33.0,-0.18
female,3.5,44.0,-0.18
male,2.9,38.0,-0.18
female,3.1,27.5,-0.18
male,3.2,36.0,-0.18
female,3.4,40.0,-0.18
female,3.1,44.5,-0.19
female,3.4,35.5,-0.19
male,3.5,36.0,-0.19
male,3.5,46.0,-0.19
male,3.7,45.0,-0.19
male,3.8,42.0,-0.19
male,3.7,37.0,-0.19
female,3.4,34.0,-0.19
male,3.1,36.0,-0.19
male,3.4,27.0,-0.19
female,3.6,31.0,-0.19
male,3.1,42.0,-0.19
male,3.4,33.0,-0.19
male,3.6,38.0,-0.19
male,3.2,23.5,-0.19
male,2.7,23.0,-0.19
male,2.0,32.5,-0.19
female,3.3,48.0,-0.19
male,2.6,40.0,-0.19
female,3.2,40.0,-0.19
male,3.1,41.0,-0.19
male,3.3,36.0,-0.19
male,3.0,28.0,-0.19
female,4.0,46.0,-0.19
male,3.6,42.0,-0.19
male,2.5,32.0,-0.19
male,2.7,35.0,-0.19
female,3.4,31.0,-0.19
male,3.1,31.0,-0.19
female,2.7,33.0,-0.19
male,2.1,36.0,-0.19
male,3.6,46.0,-0.19
male,3.2,36.0,-0.19
male,3.0,32.5,-0.19
male,3.4,35.0,-0.19
female,2.7,41.0,-0.19
male,2.9,38.0,-0.19
female,3.6,38.0,-0.19
male,3.4,29.0,-0.19
female,3.1,26.5,-0.19
male,2.8,35.0,-0.19
female,3.7,38.0,-0.19
female,2.4,31.0,-0.19
female,3.2,33.5,-0.19
male,2.8,39.0,-0.19
male,2.7,42.0,-0.19
male,3.1,34.5,-0.19
male,2.9,36.0,-0.19
male,3.1,31.0,-0.19
female,3.5,48.0,-0.19
female,3.8,36.0,-0.19
female,3.3,33.0,-0.19
female,3.3,42.0,-0.19
female,3.9,45.0,-0.19
female,2.8,28.0,-0.19
male,3.3,41.0,-0.19
male,3.6,38.0,-0.19
female,3.2,41.0,-0.19
male,3.7,40.0,-0.19
male,4.0,45.0,-0.19
male,3.1,36.0,-0.19
female,2.8,39.0,-0.19
male,3.1,32.5,-0.19
female,3.3,35.0,-0.2
female,3.4,48.0,-0.2
male,3.0,43.0,-0.2
male,3.5,38.0,-0.2
male,3.1,42.0,-0.2
male,3.0,30.5,-0.2
male,3.7,31.5,-0.2
female,3.5,34.0,-0.2
male,2.9,33.0,-0.2
female,3.5,30.0,-0.2
male,3.7,45.0,-0.2
female,3.2,40.0,-0.2
male,3.4,35.0,-0.2
male,2.7,39.0,-0.2
male,3.2,32.0,-0.2
female,3.7,33.0,-0.2
female,2.4,38.0,-0.2
female,3.3,33.0,-0.2
female,2.8,41.0,-0.2
male,3.2,36.0,-0.2
male,3.4,33.0,-0.2
male,3.7,33.5,-0.2
female,3.3,36.0,-0.2
female,3.0,34.5,-0.2
female,3.0,38.0,-0.2
female,2.6,33.0,-0.2
female,3.1,31.0,-0.2
male,3.1,38.5,-0.2
male,3.1,34.0,-0.2
male,2.5,35.0,-0.2
male,3.6,39.0,-0.2
male,2.5,35.0,-0.2
male,3.4,41.0,-0.2
male,3.6,27.0,-0.2
female,3.5,41.0,-0.2
female,2.1,24.0,-0.2
male,3.4,35.0,-0.2
male,3.4,39.0,-0.2
female,3.4,44.0,-0.2
female,3.2,20.0,-0.2
female,3.5,44.0,-0.2
female,3.3,30.5,-0.2
male,3.2,32.0,-0.2
male,3.7,43.0,-0.2
male,2.9,35.0,-0.2
male,2.8,40.0,-0.2
male,2.9,41.0,-0.2
male,2.8,34.0,-0.2
male,2.7,31.0,-0.2
male,3.3,42.0,-0.2
male,3.5,38.0,-0.2
male,2.9,42.0,-0.2
female,2.9,34.0,-0.2
male,3.3,31.0,-0.2
female,3.3,37.0,-0.2
male,4.0,41.0,-0.2
male,3.0,33.5,-0.2
female,3.9,47.0,-0.2
female,3.9,38.0,-0.2
male,3.2,40.0,-0.2
male,3.2,34.0,-0.2
female,2.8,40.0,-0.2
female,3.2,37.0,-0.2
male,3.0,41.0,-0.2
female,3.2,38.0,-0.2
male,3.1,29.7,-0.2
male,3.1,41.0,-0.2
female,4.0,33.0,-0.2
female,3.5,37.0,-0.2
male,3.1,37.5,-0.2
female,2.8,38.0,-0.2
male,2.9,34.0,-0.2
female,3.2,39.0,-0.2
male,3.6,32.5,-0.21
female,3.5,29.5,-0.21
female,3.1,26.5,-0.21
male,3.3,39.0,-0.21
male,3.1,39.0,-0.21
female,3.8,30.0,-0.21
male,3.2,41.0,-0.21
female,3.1,43.0,-0.21
female,3.5,37.5,-0.21
female,2.9,36.0,-0.21
female,3.5,37.0,-0.21
male,3.6,38.0,-0.21
female,3.6,32.0,-0.21
male,3.0,46.0,-0.21
male,3.4,35.0,-0.21
female,3.4,36.0,-0.21
female,3.4,38.0,-0.21
female,3.2,27.0,-0.21
male,3.5,45.0,-0.21
male,2.7,40.0,-0.21
female,3.3,35.0,-0.21
male,2.6,31.0,-0.21
male,2.5,36.0,-0.21
male,3.2,36.0,-0.21
female,3.1,38.0,-0.21
male,3.1,36.0,-0.21
male,2.9,30.0,-0.21
female,2.7,35.0,-0.21
male,3.6,42.0,-0.21
female,3.4,35.0,-0.21
female,3.1,28.0,-0.21
male,2.8,32.0,-0.21
male,3.2,34.0,-0.21
male,2.8,34.3,-0.21
male,2.3,23.0,-0.21
female,3.4,31.0,-0.21
male,2.3,36.0,-0.21
female,3.6,37.0,-0.21
female,3.6,31.0,-0.21
male,3.6,44.0,-0.21
female,3.6,33.0,-0.21
female,3.1,37.0,-0.21
male,3.5,40.0,-0.21
female,3.7,39.0,-0.21
female,3.3,38.0,-0.21
female,3.0,27.0,-0.21
female,3.5,44.0,-0.21
male,2.8,44.0,-0.21
male,2.9,40.0,-0.21
male,3.3,40.0,-0.21
female,2.7,39.0,-0.21
male,3.0,37.0,-0.21
male,3.5,30.0,-0.21
male,3.1,34.0,-0.21
female,3.4,35.5,-0.21
female,3.1,29.3,-0.21
male,3.7,41.0,-0.21
male,3.1,39.0,-0.21
female,3.5,27.0,-0.21
male,3.1,38.0,-0.21
male,3.6,35.0,-0.21
male,3.5,45.0,-0.21
female,2.9,36.0,-0.21
male,3.2,35.0,-0.21
female,3.1,32.0,-0.21
female,3.9,42.0,-0.21
female,3.3,37.0,-0.21
female,2.6,33.0,-0.21
female,3.6,38.0,-0.22
male,3.9,47.0,-0.22
male,3.0,39.0,-0.22
female,3.0,41.0,-0.22
female,3.3,29.0,-0.22
male,2.8,29.0,-0.22
male,2.8,39.5,-0.22
male,3.7,33.0,-0.22
female,2.7,25.0,-0.22
male,3.4,40.0,-0.22
male,4.0,37.0,-0.22
male,3.7,41.0,-0.22
male,3.7,47.0,-0.22
male,3.6,42.0,-0.22
female,3.8,30.0,-0.22
male,3.1,38.0,-0.22
male,3.4,33.5,-0.22
male,3.3,33.5,-0.22
female,3.8,41.0,-0.22
female,2.6,33.5,-0.22
male,3.7,39.5,-0.22
male,3.1,26.7,-0.22
male,2.5,45.0,-0.22
female,3.2,42.0,-0.22
female,3.4,37.0,-0.22
male,3.5,35.0,-0.22
female,3.6,35.0,-0.22
female,3.6,42.0,-0.22
female,3.6,39.0,-0.22
female,3.4,42.0,-0.22
female,3.6,29.0,-0.22
male,3.3,36.0,-0.22
female,3.7,26.0,-0.22
male,3.1,42.0,-0.22
male,3.3,36.0,-0.22
male,2.3,33.0,-0.22
female,3.2,43.0,-0.22
male,3.9,46.0,-0.22
male,3.7,40.0,-0.22
male,3.1,39.0,-0.22
male,3.7,39.0,-0.22
male,3.1,41.0,-0.22
female,3.5,38.0,-0.22
male,3.0,39.0,-0.22
male,2.7,32.0,-0.22
male,2.7,31.0,-0.22
female,3.8,42.0,-0.22
male,2.7,39.0,-0.22
female,3.0,42.0,-0.22
male,2.5,38.0,-0.22
female,3.4,31.5,-0.22
female,3.2,38.0,-0.22
male,3.5,33.0,-0.22
female,3.5,40.0,-0.22
female,3.7,38.0,-0.23
female,3.4,37.0,-0.23
female,3.4,31.0,-0.23
female,3.7,34.0,-0.23
female,3.6,37.0,-0.23
male,3.2,28.0,-0.23
male,3.4,35.0,-0.23
female,3.3,25.0,-0.23
male,3.9,44.0,-0.23
female,3.5,44.0,-0.23
male,2.9,33.0,-0.23
female,2.7,30.0,-0.23
male,2.9,42.0,-0.23
female,2.7,39.0,-0.23
female,3.4,36.0,-0.23
male,2.8,40.0,-0.23
male,3.0,35.0,-0.23
male,3.0,24.5,-0.23
female,3.5,44.0,-0.23
female,3.7,37.5,-0.23
female,3.4,36.0,-0.23
female,3.4,33.0,-0.23
male,3.2,37.0,-0.23
male,2.6,42.0,-0.23
female,3.2,37.0,-0.23
female,3.9,27.0,-0.23
female,3.5,43.0,-0.23
male,3.6,35.0,-0.23
female,3.7,30.0,-0.23
male,3.2,37.0,-0.23
male,3.5,41.0,-0.23
male,3.4,39.0,-0.23
male,3.1,39.5,-0.23
male,2.8,31.0,-0.23
male,3.0,43.0,-0.23
female,3.2,44.0,-0.23
male,3.3,30.5,-0.23
female,2.8,35.0,-0.23
male,2.7,33.0,-0.23
male,3.4,38.0,-0.23
male,2.4,39.0,-0.23
male,2.5,39.0,-0.23
female,3.7,25.0,-0.23
male,2.7,33.5,-0.23
male,3.2,35.0,-0.23
female,3.3,42.0,-0.23
female,3.3,33.5,-0.23
male,3.9,34.0,-0.23
male,2.7,39.0,-0.23
male,2.9,26.5,-0.23
male,2.6,36.0,-0.23
male,3.8,39.0,-0.23
male,3.1,36.0,-0.23
male,3.1,36.0,-0.23
female,3.3,37.0,-0.24
male,3.2,44.0,-0.24
female,2.5,30.0,-0.24
male,3.3,42.0,-0.24
female,2.6,38.0,-0.24
male,3.7,35.0,-0.24
male,3.8,29.0,-0.24
male,3.1,33.0,-0.24
female,3.1,33.5,-0.24
male,2.7,32.0,-0.24
female,3.3,40.0,-0.24
male,3.2,34.5,-0.24
male,3.0,40.0,-0.24
male,3.1,44.0,-0.24
male,2.7,29.3,-0.24
male,3.3,39.0,-0.24
male,3.5,45.0,-0.24
male,2.4,25.0,-0.24
female,3.1,31.0,-0.24
male,3.6,30.5,-0.24
male,2.9,42.0,-0.24
female,3.3,42.0,-0.24
female,3.1,37.0,-0.24
male,3.4,33.0,-0.24
female,3.5,42.0,-0.24
female,3.6,31.0,-0.24
male,2.9,34.0,-0.24
male,2.3,36.5,-0.24
female,3.7,41.0,-0.24
male,2.9,33.0,-0.24
male,3.5,29.5,-0.24
female,3.8,41.0,-0.24
male,2.6,39.0,-0.24
female,3.0,34.0,-0.24
male,3.1,33.0,-0.24
male,2.6,28.5,-0.24
male,3.4,41.0,-0.24
male,3.3,31.0,-0.24
male,3.7,37.0,-0.24
female,3.1,36.0,-0.24
male,2.7,40.0,-0.24
female,3.5,39.0,-0.24
male,3.2,41.0,-0.24
female,3.7,34.0,-0.24
male,3.3,40.0,-0.24
male,2.9,35.0,-0.24
male,3.5,32.0,-0.24
male,2.5,40.0,-0.24
male,2.4,24.0,-0.24
male,3.3,40.0,-0.24
male,3.5,39.0,-0.24
female,2.8,36.0,-0.24
male,3.1,32.0,-0.24
male,3.7,36.0,-0.24
male,3.9,37.0,-0.24
female,3.3,40.0,-0.24
male,3.2,32.0,-0.24
male,2.9,34.0,-0.24
male,2.7,30.0,-0.24
female,2.4,33.0,-0.24
female,3.2,37.0,-0.24
female,3.5,41.0,-0.24
male,3.0,37.0,-0.24
male,3.2,40.0,-0.24
male,3.2,34.0,-0.24
male,2.7,34.0,-0.24
female,2.7,33.0,-0.24
male,2.9,37.0,-0.24
male,3.1,30.0,-0.24
male,3.0,41.0,-0.24
female,3.1,34.0,-0.24
female,3.6,35.0,-0.24
female,3.6,30.5,-0.24
male,3.2,33.0,-0.24
male,3.4,37.0,-0.24
male,2.9,35.0,-0.24
male,3.7,42.0,-0.24
female,3.5,41.0,-0.24
female,3.5,26.0,-0.24
female,2.5,35.5,-0.24
male,3.4,39.0,-0.24
female,2.9,37.0,-0.24
female,3.5,37.0,-0.24
male,2.6,37.0,-0.24
female,3.5,44.0,-0.24
female,2.9,33.5,-0.24
male,3.3,42.0,-0.24
male,2.9,35.0,-0.24
female,3.0,34.0,-0.24
female,3.2,27.0,-0.24
female,2.8,34.5,-0.24
male,3.9,36.0,-0.24
male,3.5,34.0,-0.24
female,3.2,33.0,-0.24
male,3.7,39.0,-0.24
male,2.8,37.0,-0.24
male,3.1,24.0,-0.24
male,2.8,33.0,-0.24
male,3.2,31.5,-0.24
male,3.7,44.0,-0.24
female,2.8,36.0,-0.24
female,3.1,34.0,-0.24
male,3.5,33.0,-0.24
female,2.7,21.0,-0.24
female,3.0,29.0,-0.24
female,2.5,41.0,-0.24
male,3.1,38.0,-0.25
male,3.2,41.0,-0.25
male,3.7,40.0,-0.25
male,3.2,36.0,-0.25
female,3.3,37.0,-0.25
male,3.9,48.0,-0.25
male,3.0,38.0,-0.25
male,3.9,36.0,-0.25
female,3.7,35.0,-0.25
female,3.3,36.0,-0.25
male,2.3,27.0,-0.25
male,2.6,35.0,-0.25
male,2.7,41.0,-0.25
female,3.5,40.0,-0.25
male,3.7,46.0,-0.25
male,3.1,31.0,-0.25
male,3.6,41.0,-0.25
female,3.6,34.0,-0.25
female,3.2,34.0,-0.25
male,3.8,42.0,-0.25
female,3.3,30.5,-0.25
female,3.6,45.0,-0.25
male,3.1,35.0,-0.25
male,3.3,41.0,-0.25
male,3.2,36.0,-0.25
female,2.5,40.0,-0.25
female,3.1,39.0,-0.25
male,2.8,48.0,-0.25
female,3.3,42.0,-0.25
female,3.1,45.0,-0.25
female,3.8,46.0,-0.25
female,3.6,44.0,-0.25
male,2.9,35.0,-0.25
male,3.0,39.0,-0.25
female,3.1,30.0,-0.25
female,3.6,42.0,-0.25
female,3.5,30.5,-0.25
female,3.7,39.0,-0.25
female,3.9,44.0,-0.25
female,3.5,43.0,-0.25
female,2.6,29.0,-0.25
male,3.1,34.0,-0.25
male,2.8,31.0,-0.25
female,3.3,28.5,-0.25
male,3.0,40.0,-0.25
female,3.1,29.0,-0.25
female,3.0,30.5,-0.25
male,4.0,37.0,-0.25
male,3.4,34.0,-0.25
male,3.0,44.0,-0.25
male,3.6,34.0,-0.25
female,3.2,34.0,-0.25
female,3.5,36.5,-0.25
female,3.7,43.0,-0.25
male,3.1,37.0,-0.25
female,3.7,43.0,-0.25
female,2.9,40.0,-0.25
female,3.3,36.0,-0.25
male,3.3,43.0,-0.25
male,3.6,40.0,-0.25
female,3.8,41.0,-0.25
female,3.0,39.0,-0.25
male,3.1,36.0,-0.25
male,3.6,47.0,-0.25
male,3.7,37.0,-0.25
female,3.3,38.0,-0.25
female,2.5,29.0,-0.25
male,3.4,36.0,-0.25
male,3.4,37.0,-0.26
male,3.3,36.0,-0.26
female,3.3,36.0,-0.26
female,3.1,38.0,-0.26
male,3.1,40.0,-0.26
male,3.6,43.0,-0.26
male,2.2,35.0,-0.26
male,2.8,34.0,-0.26
male,3.7,43.0,-0.26
female,3.5,25.0,-0.26
female,3.1,34.0,-0.26
male,3.0,35.0,-0.26
male,3.7,37.0,-0.26
female,3.5,32.0,-0.26
male,2.8,34.0,-0.26
female,3.5,38.0,-0.26
female,2.8,36.0,-0.26
female,3.5,41.0,-0.26
female,3.0,35.0,-0.26
male,3.9,43.0,-0.26
female,2.5,41.0,-0.26
female,3.4,39.0,-0.26
female,3.2,43.0,-0.26
male,3.4,36.0,-0.26
female,3.6,35.0,-0.26
male,3.7,38.5,-0.26
male,3.1,42.0,-0.26
male,3.2,36.0,-0.26
male,3.0,34.0,-0.26
male,3.6,29.5,-0.26
male,2.6,33.0,-0.26
female,3.5,39.0,-0.26
female,3.4,30.0,-0.26
female,2.9,34.0,-0.26
female,3.2,15.5,-0.26
male,3.0,41.0,-0.26
female,3.5,33.5,-0.26
male,3.6,17.0,-0.26
male,3.2,39.0,-0.26
female,2.6,36.0,-0.26
male,3.5,44.0,-0.26
female,3.5,34.0,-0.26
male,2.3,33.0,-0.26
male,3.7,42.0,-0.26
female,3.7,26.5,-0.26
male,3.3,31.0,-0.26
female,2.6,22.0,-0.26
female,3.4,43.0,-0.26
male,3.6,31.0,-0.26
male,3.0,20.0,-0.26
male,2.9,35.0,-0.26
male,3.3,39.0,-0.26
male,3.3,41.0,-0.26
male,3.7,29.0,-0.26
female,3.3,32.0,-0.26
male,2.7,36.0,-0.26
female,3.4,45.0,-0.26
male,3.0,38.0,-0.26
female,3.5,41.0,-0.26
female,3.4,40.0,-0.26
male,3.6,32.5,-0.26
male,3.8,37.0,-0.26
male,2.9,30.0,-0.26
male,2.8,43.0,-0.26
female,3.8,43.0,-0.26
female,3.3,35.0,-0.26
female,3.3,17.0,-0.26
male,2.9,40.0,-0.26
male,3.1,35.0,-0.26
male,3.3,35.0,-0.26
female,3.6,41.0,-0.26
male,2.6,30.0,-0.26
female,3.4,37.0,-0.26
female,3.5,45.0,-0.26
female,3.4,35.0,-0.26
female,3.4,31.5,-0.26
male,2.9,42.0,-0.27
female,3.4,41.0,-0.27
female,3.7,35.0,-0.27
male,2.3,46.0,-0.27
male,3.6,47.0,-0.27
male,3.4,31.5,-0.27
male,3.2,20.0,-0.27
male,3.0,37.0,-0.27
female,2.2,36.5,-0.27
male,3.5,38.0,-0.27
male,3.1,44.0,-0.27
male,3.1,38.0,-0.27
male,3.6,27.0,-0.27
male,3.5,42.0,-0.27
male,2.5,36.0,-0.27
male,3.1,31.0,-0.27
male,3.0,28.0,-0.27
female,3.5,44.0,-0.27
female,2.5,27.0,-0.27
female,3.3,33.0,-0.27
male,2.5,46.0,-0.27
male,3.4,21.0,-0.27
female,3.0,44.0,-0.27
male,3.3,35.0,-0.27
male,2.9,40.0,-0.27
male,3.2,37.0,-0.27
male,3.8,39.0,-0.27
female,3.1,38.0,-0.27
female,3.2,35.0,-0.27
female,2.8,45.0,-0.27
female,4.0,37.0,-0.27
male,3.2,21.5,-0.27
female,2.8,38.0,-0.27
female,3.9,47.0,-0.27
male,3.7,39.0,-0.27
female,3.1,47.0,-0.27
male,3.9,44.0,-0.27
female,3.5,40.0,-0.27
female,3.1,37.5,-0.27
female,3.2,26.0,-0.27
male,3.5,38.0,-0.27
female,3.4,30.0,-0.27
male,3.0,37.0,-0.27
male,3.7,44.0,-0.27
male,3.3,36.0,-0.27
female,2.7,37.5,-0.28
female,3.2,26.0,-0.28
male,3.2,42.0,-0.28
female,3.6,36.5,-0.28
male,3.4,44.0,-0.28
female,3.3,41.0,-0.28
male,3.2,40.0,-0.28
male,3.5,26.7,-0.28
female,3.4,31.0,-0.28
female,3.0,26.0,-0.28
male,2.9,40.0,-0.28
female,3.1,36.0,-0.28
female,3.4,41.0,-0.28
male,3.6,40.0,-0.28
male,3.7,38.0,-0.28
male,3.0,40.0,-0.28
female,3.7,38.0,-0.28
male,2.7,42.0,-0.28
male,3.2,43.0,-0.28
female,3.6,41.0,-0.28
female,2.8,32.5,-0.28
female,2.8,27.0,-0.28
female,3.2,39.0,-0.28
female,3.2,44.0,-0.28
male,3.4,37.0,-0.28
male,3.4,35.0,-0.28
male,3.7,47.0,-0.28
female,2.6,33.0,-0.28
male,3.1,38.0,-0.28
female,3.4,35.0,-0.28
female,3.5,34.0,-0.28
male,2.8,32.3,-0.28
female,2.9,28.5,-0.28
female,3.5,35.0,-0.28
male,2.7,30.0,-0.28
female,3.3,35.5,-0.28
female,3.8,33.0,-0.28
male,3.4,32.0,-0.28
male,2.9,29.0,-0.28
male,3.1,30.0,-0.28
male,2.8,37.0,-0.28
female,3.3,38.0,-0.28
male,3.1,39.0,-0.28
male,3.0,29.0,-0.28
female,3.5,37.0,-0.28
female,3.7,38.0,-0.28
male,3.8,40.0,-0.28
male,2.1,31.7,-0.28
female,2.6,35.0,-0.28
female,3.1,35.0,-0.28
female,3.9,32.0,-0.28
male,2.1,40.0,-0.28
female,2.6,26.0,-0.28
male,3.9,31.0,-0.28
male,3.8,41.0,-0.28
male,2.4,31.0,-0.28
male,2.9,34.5,-0.28
male,3.4,36.0,-0.28
male,3.5,40.0,-0.28
male,2.7,45.0,-0.28
male,3.3,39.0,-0.28
female,3.2,32.0,-0.28
male,3.2,41.0,-0.28
male,2.9,36.0,-0.28
male,3.6,39.0,-0.28
female,3.5,29.0,-0.28
female,2.8,37.0,-0.29
female,3.9,35.0,-0.29
male,2.7,34.0,-0.29
male,2.2,44.0,-0.29
male,3.3,37.0,-0.29
female,3.0,40.0,-0.29
male,2.9,39.0,-0.29
male,3.4,33.0,-0.29
male,3.7,41.0,-0.29
male,2.9,29.0,-0.29
female,3.1,45.0,-0.29
female,3.4,36.0,-0.29
female,3.2,39.0,-0.29
female,3.0,34.0,-0.29
male,3.7,39.0,-0.29
female,3.6,31.0,-0.29
female,3.0,35.0,-0.29
male,3.4,35.0,-0.29
male,2.7,35.3,-0.29
male,3.2,38.0,-0.29
male,3.4,40.0,-0.29
female,2.6,38.0,-0.29
female,4.0,23.0,-0.29
male,3.4,30.0,-0.29
female,3.6,35.0,-0.29
female,3.2,41.0,-0.29
female,3.0,29.0,-0.29
male,3.3,39.0,-0.29
male,3.4,45.0,-0.29
male,2.8,26.0,-0.29
male,3.3,46.0,-0.29
male,3.4,36.0,-0.29
male,3.3,38.0,-0.29
female,3.0,31.0,-0.29
female,3.4,40.0,-0.29
male,2.7,37.0,-0.29
female,3.2,36.0,-0.29
female,3.2,38.0,-0.29
male,2.5,33.0,-0.29
female,3.5,37.0,-0.29
female,3.4,30.0,-0.29
male,3.2,37.0,-0.29
male,2.5,29.0,-0.29
female,3.3,37.0,-0.29
male,3.8,45.0,-0.29
female,3.4,35.0,-0.29
female,2.9,37.5,-0.29
male,3.1,28.0,-0.29
male,3.1,42.0,-0.29
male,3.1,41.0,-0.29
male,3.2,43.0,-0.29
female,2.3,34.0,-0.29
female,3.5,41.0,-0.29
male,3.7,41.0,-0.29
male,3.4,28.0,-0.29
female,2.9,32.5,-0.29
male,3.6,46.0,-0.29
male,2.9,39.0,-0.29
male,2.8,32.0,-0.29
female,3.5,31.0,-0.29
male,3.7,39.0,-0.29
female,3.6,36.0,-0.29
male,3.3,33.5,-0.29
male,3.0,37.0,-0.29
female,3.0,40.0,-0.29
male,2.5,39.0,-0.29
male,3.4,34.0,-0.29
male,3.3,39.0,-0.29
male,2.9,37.0,-0.29
male,3.2,40.0,-0.29
male,3.1,46.0,-0.29
female,3.3,38.0,-0.29
male,4.0,42.0,-0.29
male,3.0,40.0,-0.29
male,3.5,35.5,-0.29
male,3.2,31.0,-0.3
female,3.4,33.0,-0.3
male,3.6,40.0,-0.3
male,2.8,31.0,-0.3
male,3.8,45.0,-0.3
male,2.6,26.0,-0.3
female,3.3,33.0,-0.3
female,3.0,39.0,-0.3
female,3.4,43.0,-0.3
male,2.8,40.0,-0.3
female,2.2,35.0,-0.3
female,2.9,45.0,-0.3
female,4.0,36.0,-0.3
female,2.7,32.0,-0.3
male,2.7,36.0,-0.3
female,2.9,36.0,-0.3
male,2.6,30.0,-0.3
male,3.0,45.0,-0.3
male,3.5,29.0,-0.3
male,3.8,47.0,-0.3
female,3.5,40.0,-0.3
male,3.4,38.0,-0.3
female,3.4,29.0,-0.3
male,3.1,33.0,-0.3
female,3.5,34.0,-0.3
male,3.4,45.0,-0.3
male,3.6,39.0,-0.3
male,3.4,41.0,-0.3
female,3.6,44.0,-0.3
female,3.1,29.5,-0.3
female,3.5,46.0,-0.3
male,2.9,28.0,-0.3
female,3.5,35.0,-0.3
male,2.6,40.0,-0.3
male,2.5,24.0,-0.3
female,3.0,37.0,-0.3
male,3.2,40.0,-0.3
male,2.6,28.0,-0.3
male,2.5,32.0,-0.3
male,3.6,27.0,-0.3
female,3.5,30.0,-0.3
male,3.2,46.0,-0.3
male,3.4,39.0,-0.3
male,2.9,32.0,-0.3
male,2.5,34.0,-0.3
male,3.4,42.0,-0.3
male,3.1,39.0,-0.3
male,2.6,34.0,-0.3
female,3.2,38.0,-0.3
male,2.9,35.0,-0.3
male,3.8,43.0,-0.3
female,2.4,38.0,-0.3
female,3.3,35.0,-0.31
male,3.9,38.0,-0.31
female,3.3,39.0,-0.31
female,3.5,36.0,-0.31
male,2.5,39.0,-0.31
female,3.1,31.0,-0.31
female,2.9,24.0,-0.31
female,3.7,36.0,-0.31
female,3.5,46.0,-0.31
female,3.1,30.0,-0.31
male,3.7,39.0,-0.31
female,3.4,32.5,-0.31
male,3.1,39.0,-0.31
male,2.8,31.5,-0.31
male,3.7,32.0,-0.31
female,3.7,38.0,-0.31
male,3.4,37.0,-0.31
male,3.4,45.0,-0.31
female,3.9,36.0,-0.31
female,2.2,28.5,-0.31
male,3.6,48.0,-0.31
male,3.6,37.0,-0.31
male,3.6,36.0,-0.31
female,3.2,31.0,-0.31
male,3.7,41.0,-0.31
male,3.3,30.0,-0.31
